Key,english,german,latam,french,italian,japanese,polish,brazilian,russian,turkish,schinese,tchinese,spanish,bulgarian,czech,danish,greek,estonian,finnish,hungarian,indonesian,lithuanian,latvian,dutch,romanian,slovak,slovenian,swedish
windpowerSchematicDesc,Learn to craft windmill generators and stators by reading this schematic.,"Lerne durch das Lesen dieser Baupläne, wie man Windräder und Windenergieanlage sowie die benötigten Komponenten baut.",Aprende a fabricar generadores y estatores de molinos de viento leyendo este esquema.,"Apprenez à fabriquer des générateurs et des stators de moulin à vent en lisant ce schéma.",Imparate a costruire generatori e statori per mulini a vento leggendo questo schema.,"この回路図を見て、風車発電機とステーターの工作を学びましょう。","Naucz się tworzyć generatory wiatraków i stojany czytając ten schemat.",Aprenda a fabricar geradores de aerogeradores e estatores lendo este esquema.,"Научитесь изготавливать генераторы и статоры ветряных мельниц, прочитав эту схему.","Bu şemayı okuyarak yel değirmeni jeneratörleri ve statorları yapmayı öğrenin.","通过阅读这个原理图，学习制作风车发电机和定子。","通過閲讀這個原理圖，學習[制製]作風車[發髮]電[机機]和定子。",Aprende a fabricar generadores y estatores de molinos de viento leyendo este esquema.,"Научете се да изработвате генератори и статори на вятърни мелници, като прочетете тази схема.","Přečtěte si toto schéma a naučte se vyrábět generátory a statory větrných mlýnů.","Lær at lave vindmøllegeneratorer og statorer ved at læse dette skema.","Μάθετε να κατασκευάζετε γεννήτριες και στάτορες ανεμόμυλων διαβάζοντας αυτό το σχηματικό διάγραμμα.","Õppige seda skeemi lugedes tuulegeneraatoreid ja staatoreid meisterdama.","Opi askartelemaan tuulimyllygeneraattoreita ja staattoreita lukemalla tämä kaavio.","Ismerje meg a szélmalomgenerátorok és a sztátorok kézműves készítését a vázlatterv elolvasásával.",Belajar membuat generator dan stator kincir angin dengan membaca skema ini.,"Skaitydami šią schemą išmokite gaminti vėjo malūnų generatorius ir statorius.","Uzziniet, kā izgatavot vējdzirnavu ģeneratorus un statorus, izlasot šo shēmu.",Leer windmolen generatoren en stators te maken door dit schema te lezen.,"Învățați să confecționați generatoare și statoare de moară de vânt citind această schemă.","Prečítajte si túto schému a naučte sa vyrábať generátory a statory veterných mlynov.","Naučite se izdelovati generatorje in statorje vetrnic z branjem te sheme.","Lär dig att tillverka generatorer och statorer för väderkvarnar genom att läsa den här schematekniken."
perkRenewableEnergyName,Renewable energy,Erneuerbare Energien,"Energía renovable","Énergie renouvelable",Energia rinnovabile,"再生可能エネルギー",Energia odnawialna,"Energia renovável","Возобновляемая энергия",Yenilenebilir enerji,"可再生能源","可再生能源","Energía renovable","Възобновяема енергия","Obnovitelná energie",Vedvarende energi,"Ανανεώσιμες πηγές ενέργειας",Taastuvenergia,Uusiutuva energia,"Megújuló energia",Energi terbarukan,"Atsinaujinančioji energija","Atjaunojamā enerģija",Hernieuwbare energie,"Energie regenerabilă","Obnoviteľná energia",Obnovljiva energija,"Förnybar energi"
perkRenewableEnergyRank1Title,Renewable energy 1,Erneuerbare Energien 1,"Energías renovables 1","Énergie renouvelable 1",Energia rinnovabile 1,"再生可能エネルギー1",Energia odnawialna 1,"Energia renovável 1","Возобновляемая энергия 1",Yenilenebilir enerji 1,"可再生能源 1","可再生能源 1","Energías renovables 1","Възобновяема енергия 1","Obnovitelná energie 1",Vedvarende energi 1,"Ανανεώσιμες πηγές ενέργειας 1",Taastuvenergia 1,Uusiutuva energia 1,"Megújuló energia 1",Energi terbarukan 1,"Atsinaujinančioji energija 1","Atjaunojamā enerģija 1",Hernieuwbare energie 1,"Energie regenerabilă 1","Obnoviteľná energia 1",Obnovljivi viri energije 1,"Förnybar energi 1"
perkRenewableEnergyRank2Title,Renewable energy 2,Erneuerbare Energien 2,"Energía renovable 2","Énergie renouvelable 2",Energia rinnovabile 2,"再生可能エネルギー2",Energia odnawialna 2,"Energia renovável 2","Возобновляемая энергия 2",Yenilenebilir enerji 2,"可再生能源 2","可再生能源 2","Energía renovable 2","Възобновяема енергия 2","Obnovitelná energie 2",Vedvarende energi 2,"Ανανεώσιμες πηγές ενέργειας 2",Taastuvenergia 2,Uusiutuva energia 2,"Megújuló energia 2",Energi terbarukan 2,"Atsinaujinančioji energija 2","Atjaunojamā enerģija 2",Hernieuwbare energie 2,"Energie regenerabilă 2","Obnoviteľná energia 2",Obnovljivi viri energije 2,"Förnybar energi 2"
perkRenewableEnergyRank3Title,Renewable energy 2,Erneuerbare Energien 3,"Energía renovable 2","Énergie renouvelable 2",Energia rinnovabile 2,"再生可能エネルギー2",Energia odnawialna 2,"Energia renovável 2","Возобновляемая энергия 2",Yenilenebilir enerji 2,"可再生能源 2","可再生能源 2","Energía renovable 2","Възобновяема енергия 2","Obnovitelná energie 2",Vedvarende energi 2,"Ανανεώσιμες πηγές ενέργειας 2",Taastuvenergia 2,Uusiutuva energia 2,"Megújuló energia 2",Energi terbarukan 2,"Atsinaujinančioji energija 2","Atjaunojamā enerģija 2",Hernieuwbare energie 2,"Energie regenerabilă 2","Obnoviteľná energia 2",Obnovljivi viri energije 2,"Förnybar energi 2"
perkRenewableEnergyDesc,Learn how to craft wind mills and solar banks plus related accessories.,"Lerne Windkraft- und Photovoltaik-Anlagen zu bauen (inkl. Zubehör).","Aprende a fabricar molinos de viento y bancos solares, además de accesorios relacionados.","Apprenez à fabriquer des moulins à vent et des banques solaires ainsi que des accessoires connexes.",Imparate a costruire mulini a vento e banchi solari e i relativi accessori.,"風車やソーラーバンク、関連アクセサリーの製作方法を紹介します。","Dowiedz się, jak wykonać młyny wiatrowe, baterie słoneczne i inne akcesoria.","Aprenda a fabricar moinhos eólicos e bancos solares, além de acessórios relacionados.","Узнайте, как изготовить ветряные мельницы и солнечные батареи, а также сопутствующие аксессуары.","Rüzgar değirmenleri ve güneş bankalarının yanı sıra ilgili aksesuarların nasıl yapıldığını öğrenin.","学习如何制作风车和太阳能银行以及相关配件。","學習如何[制製]作風車和太陽能銀行以及相關配件。","Aprende a fabricar molinos de viento y bancos solares, además de accesorios relacionados.","Научете се как да изработвате вятърни мелници и слънчеви батерии и свързаните с тях аксесоари.","Naučte se vyrábět větrné mlýny a solární banky a související příslušenství.","Lær at lave vindmøller og solcellebanker samt tilhørende tilbehør.","Μάθετε πώς να κατασκευάζετε ανεμόμυλους και ηλιακές τράπεζες καθώς και σχετικά αξεσουάρ.","Õppige, kuidas meisterdada tuuleveskid ja päikesepangad ning nendega seotud tarvikud.","Opi askartelemaan tuulimyllyjä ja aurinkopankkeja sekä niihin liittyviä lisävarusteita.","Ismerje meg, hogyan kell szélmalmokat és napelemes bankokat, valamint a kapcsolódó kiegészítőket készíteni.",Pelajari cara membuat kincir angin dan bank surya plus aksesori terkait.,"Sužinokite, kaip pasigaminti vėjo malūnus, saulės baterijas ir susijusius priedus.","Uzziniet, kā izgatavot vēja dzirnavas un saules baterijas, kā arī ar tām saistītus piederumus.",Leer hoe je windmolens en zonnebanken en aanverwante accessoires kunt maken.,"Învățați cum să confecționați mori de vânt și bănci solare, precum și accesorii aferente.","Naučte sa vyrábať veterné mlyny a solárne banky a súvisiace príslušenstvo.","Naučite se izdelovati mline na veter in solarne banke ter pripadajoče dodatke.","Lär dig hur man tillverkar vindkraftverk och solcellsbanker samt tillhörande tillbehör."
perkRenewableEnergyRank1Desc,Unlocks rustic windmill and solar bank recipes.  [DECEA3]Level Requirements[-] Science Crafting 2,"Schaltet die Rezepte für rustikale Windmühlen und Solarbänke frei.  [DECEA3]Stufenanforderungen[-] Wissenschaftliches Handwerk 2","Desbloquea las recetas de molino de viento rústico y banco solar.  [DECEA3]Requisitos de nivel[-] Artesanía científica 2","Déverrouille les recettes de moulin à vent rustique et de banque solaire.  [DECEA3]Niveau requis[-] Artisanat scientifique 2",Sblocca le ricette del mulino a vento rustico e della banca solare.  [DECEA3]Requisiti di livello[-] Artigianato scientifico 2,"素朴な風車とソーラーバンクのレシピがアンロックされます。  [DECEA3]レベル要件[-] 科学工作2","Odblokowuje receptury rustykalnego wiatraka i banku słonecznego.  [DECEA3]Wymagania poziomowe[-] Nauka rzemiosła 2","Desbloqueia receitas rústicas de moinhos de vento e bancos solares.  [DECEA3] Requisitos de Nível [-] Artesanato Científico 2","Разблокирует рецепты деревенской ветряной мельницы и солнечной батареи.  [DECEA3]Требования к уровню[-] Научное ремесло 2","Rustik yel değirmeni ve güneş bankası tariflerinin kilidini açar.  [DECEA3]Seviye Gereksinimleri[-] Bilim Zanaatkârlığı 2","解锁质朴的风车和太阳能银行的配方。  [DECEA3]等级要求[-]科学手工制作2","解鎖質[朴樸]的風車和太陽能銀行的配方。  [DECEA3]等級要求[-]科學手工[制製]作2","Desbloquea las recetas de molino de viento rústico y banco solar.  [DECEA3]Requisitos de nivel[-] Artesanía científica 2","Отключва рецепти за селска вятърна мелница и слънчева банка.  [DECEA3]Изисквания за ниво[-] Научно занаятчийство 2","Odemkne recepty na rustikální větrný mlýn a solární banku.  [DECEA3]Požadavky na úroveň[-] Vědecké řemeslo 2","Låser op for opskrifter på rustikke vindmøller og solcellebanker.  [DECEA3]Niveaukrav[-] Videnskabelig håndværk 2","Ξεκλειδώνει τις συνταγές του ρουστίκ ανεμόμυλου και της ηλιακής τράπεζας.  [DECEA3]Απαιτήσεις επιπέδου[-] Επιστημονική χειροτεχνία 2","Avab maalähedase tuuleveski ja päikesepanga retseptid.  [DECEA3]Tasemenõuded[-] Teaduse käsitöö 2","Avaa maalaismaisen tuulimyllyn ja aurinkopankin reseptit.  [DECEA3]Tasovaatimukset[-] Tieteen käsityö 2","Feloldja a rusztikus szélmalom és napelemes bank recepteket.  [DECEA3]Szintkövetelmények[-] Tudományos kézművesség 2",Membuka resep kincir angin pedesaan dan bank surya.  [DECEA3] Persyaratan Level [-] Kerajinan Sains 2,"Atrakinami kaimiško vėjo malūno ir saulės baterijos receptai.  [DECEA3]Lygių reikalavimai[-] Mokslo amatai 2","Atbloķē lauku vējdzirnavu un saules bateriju receptes.  [DECEA3]Līmeņa prasības[-] Zinātnes amatniecība 2",Ontgrendelt rustieke windmolen en zonnebank recepten.  [DECEA3]Level vereisten[-] Science Crafting 2,"Deblochează rețetele rustic windmill și solar bank.  [DECEA3]Cerințe de nivel[-] Meșteșugul științific 2","Odomkne recepty na rustikálny veterný mlyn a solárnu banku.  [DECEA3]Požiadavky na úroveň[-] Vedecké remeslo 2","Odklene recepte za kmečki mlin na veter in sončno banko.  [DECEA3]Zahteve za raven[-] Znanstvena obrt 2","Låser upp recept för rustika väderkvarnar och solbanker.  [DECEA3]Nivåkrav[-] Vetenskapshantverk 2"
perkRenewableEnergyRank2Desc,Unlocks modern windmill and small stator recipes.  [DECEA3]Level Requirements[-] Science Crafting 3,"Schaltet die Rezepte für moderne Windmühlen und kleine Statoren frei.  [DECEA3]Stufenanforderungen[-] Wissenschaftliches Handwerk 3","Desbloquea las recetas del molino de viento moderno y del estator pequeño.  [DECEA3]Requisitos de nivel[-] Artesanía científica 3","Déverrouille les recettes de moulin à vent moderne et de petit stator.  [DECEA3]Niveau requis[-] Artisanat scientifique 3",Sblocca le ricette del mulino a vento moderno e dello statore piccolo.  [DECEA3]Requisiti di livello[-] Artigianato scientifico 3,"モダンな風車と小型ステーターのレシピをアンロックします。  [DECEA3]レベル要件[-] 科学工作3","Odblokowuje receptury nowoczesnego wiatraka i małego statora.  [DECEA3]Wymagania poziomowe[-] Nauka rzemiosła 3","Desbloqueia modernos moinhos de vento e pequenas receitas de estator.  [DECEA3] Requisitos de Nível [-] Artesanato Científico 3","Разблокирует рецепты современной ветряной мельницы и малого статора.  [DECEA3]Требования к уровню[-] Научное ремесло 3","Modern yel değirmeni ve küçük stator tariflerinin kilidini açar.  [DECEA3]Seviye Gereksinimleri[-] Bilim Zanaatkârlığı 3","解锁现代风车和小型定子的配方。  [DECEA3]等级要求[-]科学手工制作 3","解鎖現代風車和小型定子的配方。  [DECEA3]等級要求[-]科學手工[制製]作 3","Desbloquea las recetas del molino de viento moderno y del estator pequeño.  [DECEA3]Requisitos de nivel[-] Artesanía científica 3","Отключва рецепти за модерни вятърни мелници и малки статори.  [DECEA3]Изисквания за ниво[-] Научно занаятчийство 3","Odemkne moderní recepty na větrné mlýny a malé statory.  [DECEA3]Požadavky na úroveň[-] Science Crafting 3","Låser op for opskrifter på moderne vindmøller og små statorer.  [DECEA3]Niveaukrav[-] Videnskabeligt håndværk 3","Ξεκλειδώνει σύγχρονες συνταγές για ανεμόμυλους και μικρούς στάτορες.  [DECEA3]Απαιτήσεις επιπέδου[-] Επιστημονική χειροτεχνία 3","Avab kaasaegse tuuleveski ja väikese staatori retseptid.  [DECEA3]Tasemenõuded[-] Teaduse käsitöö 3",Avaa modernin tuulimyllyn ja pienen staattorin reseptit.  [DECEA3]Tasovaatimukset[-] Science Crafting 3,"Feloldja a modern szélmalom és a kis sztátor recepteket.  [DECEA3]Szintkövetelmények[-] Tudományos kézművesség 3",Membuka resep kincir angin modern dan stator kecil.  [DECEA3] Persyaratan Level[-] Kerajinan Sains 3,"Atrakina modernių vėjo malūnų ir mažų statorių receptus.  [DECEA3]Lygio reikalavimai[-] Mokslo amatai 3","Atbloķē modernas vējdzirnavu un mazo statoru receptes.  [DECEA3]Līmeņa prasības[-] Zinātnes amatniecība 3",Ontgrendelt moderne windmolen en kleine stator recepten.  [DECEA3]Level Vereisten[-] Science Crafting 3,"Deblochează rețetele moderne de moară de vânt și de stator mic.  [DECEA3]Cerințe de nivel[-] Meșteșugul științei 3","Odomkne moderné recepty na veterné mlyny a malé statory.  [DECEA3]Požiadavky na úroveň[-] Vedecké remeslo 3",Odklene sodobne recepte za mline na veter in majhne statorje.  [DECEA3]Zahteve za raven[-] Znanstvena obrt 3,"Låser upp recept för moderna väderkvarnar och små statorer.  [DECEA3]Nivåkrav[-] Science Crafting 3"
perkRenewableEnergyRank3Desc,Unlocks the solar cell recipe.  [DECEA3]Level Requirements[-] Science Crafting 4,"Schaltet das Rezept für die Solarzelle frei.  [DECEA3]Stufenanforderungen[-] Wissenschaftliches Handwerk 4","Desbloquea la receta de la célula solar.  [DECEA3]Requisitos de nivel[-] Artesanía científica 4","Déverrouille la recette de la cellule solaire.  [DECEA3]Niveau requis[-] Artisanat scientifique 4","Sblocca la ricetta delle celle solari.  [DECEA3]Requisiti di livello[-] Scienza dell'artigianato 4","太陽電池のレシピをアンロックする。  [DECEA3]レベル条件[-] 科学工作4","Odblokowuje przepis na ogniwo słoneczne.  [DECEA3]Wymagania poziomowe[-] Nauka rzemiosła 4","Desbloqueia a receita da célula solar.  [DECEA3]Nível de exigência[-] Science Crafting 4","Разблокирует рецепт солнечных батарей.  [DECEA3]Требования к уровню[-] Научное ремесло 4","Güneş pili tarifinin kilidini açar.  [DECEA3]Seviye Gereksinimleri[-] Bilim Zanaatkârlığı 4","解锁太阳能电池的配方。  [DECEA3]等级要求[-]科学手工制作 4","解鎖太陽能電池的配方。  [DECEA3]等級要求[-]科學手工[制製]作 4","Desbloquea la receta de la célula solar.  [DECEA3]Requisitos de nivel[-] Artesanía científica 4","Отключва рецептата за слънчева клетка.  [DECEA3]Изисквания за ниво[-] Научно занаятчийство 4","Odemkne recept na solární článek.  [DECEA3]Požadavky na úroveň[-] Science Crafting 4","Låser op for solcelleopskriften.  [DECEA3]Niveaukrav[-] Videnskabelig håndværk 4","Ξεκλειδώνει τη συνταγή για το ηλιακό κύτταρο.  [DECEA3]Απαιτήσεις επιπέδου[-] Επιστημονική χειροτεχνία 4","Avab päikesepatarei retsepti.  [DECEA3]Tasemenõuded[-] Teaduse valmistamine 4",Avaa aurinkokennon resepti.  [DECEA3]Tasovaatimukset[-] Science Crafting 4,"Feloldja a napelem receptet.  [DECEA3]Szintkövetelmények[-] Tudományos kézművesség 4",Membuka resep sel surya.  [DECEA3] Persyaratan Level[-] Kerajinan Sains 4,"Atrakina saulės elementų receptą.  [DECEA3]Lygių reikalavimai[-] Mokslo amatai 4","Atbloķē saules bateriju recepti.  [DECEA3]Līmeņa prasības[-] Zinātnes amatniecība 4",Ontgrendelt het zonnecel recept.  [DECEA3]Level Eisen[-] Science Crafting 4,"Deblochează rețeta celulei solare.  [DECEA3]Cerințe de nivel[-] Meșteșugul științei 4","Odomkne recept na solárny článok.  [DECEA3]Požiadavky na úroveň[-] Vedecké remeslo 4","Odklene recept za sončne celice.  [DECEA3]Zahteve za raven[-] Znanstvena obrt 4","Låser upp solcellsreceptet.  [DECEA3]Nivåkrav[-] Science Crafting 4"
response_renewables_1,Renewable Energy 1 (500 Dukes),Erneuerbare Energien 1 (500 Dukes),"Energía renovable 1 (500 duques)","Énergie renouvelable 1 (500 Ducs)",Energia rinnovabile 1 (500 Duchi),"再生可能エネルギー1（500 Dukes）",Energia odnawialna 1 (500 Dukes),"Energia Renovável 1 (500 Duques)","Возобновляемая энергия 1 (500 дюков)",Yenilenebilir Enerji 1 (500 Dukes),"可再生能源1（500杜克）。","可再生能源1（500杜[克剋]）。","Energía renovable 1 (500 duques)","Възобновяеми енергийни източници 1 (500 Дюка)","Obnovitelná energie 1 (500 Dukes)",Vedvarende energi 1 (500 Dukes),"Ανανεώσιμες πηγές ενέργειας 1 (500 Dukes)",Taastuvenergia 1 (500 Dukes),Uusiutuva energia 1 (500 Dukes),"Megújuló energia 1 (500 Dukes)",Energi Terbarukan 1 (500 Dukes),"Atsinaujinančioji energija 1 (500 Dukes)","Atjaunojamā enerģija 1 (500 Dukes)",Hernieuwbare energie 1 (500 Dukes),"Energie regenerabilă 1 (500 Dukes)","Obnoviteľná energia 1 (500 Dukes)",Obnovljiva energija 1 (500 Dukes),"Förnybar energi 1 (500 Dukes)"
response_renewables_2,Renewable Energy 2 (1000 Dukes),Erneuerbare Energien 2 (1000 Dukes),"Energía renovable 2 (1000 Dukes)","Énergie renouvelable 2 (1000 Dukes)",Energia rinnovabile 2 (1000 Duchi),"再生可能エネルギー2（1000デュクス）",Energia odnawialna 2 (1000 Dukes),"Energia renovável 2 (1000 Dukes)","Возобновляемая энергия 2 (1000 дюков)",Yenilenebilir Enerji 2 (1000 Dukes),"可再生能源2 (1000 Dukes)","可再生能源2 (1000 Dukes)","Energía renovable 2 (1000 Dukes)","Възобновяеми енергийни източници 2 (1000 Dukes)","Obnovitelná energie 2 (1000 Dukes)",Vedvarende energi 2 (1000 Dukes),"Ανανεώσιμες πηγές ενέργειας 2 (1000 Dukes)",Taastuvenergia 2 (1000 Dukes),Uusiutuva energia 2 (1000 Dukes),"Megújuló energia 2 (1000 Dukes)",Energi Terbarukan 2 (1000 Dukes),"Atsinaujinančioji energija 2 (1000 Dukes)","Atjaunojamā enerģija 2 (1000 Dukes)",Hernieuwbare energie 2 (1000 Dukes),"Energie regenerabilă 2 (1000 Dukes)","Obnoviteľné zdroje energie 2 (1000 Dukes)",Obnovljiva energija 2 (1000 Dukes),"Förnybar energi 2 (1000 Dukes)"
response_renewables_3,Renewable Energy 3 (2000 Dukes),Erneuerbare Energien 3 (2000 Dukes),"Energía renovable 3 (2000 Dukes)","Énergie renouvelable 3 (2000 Dukes)",Energia rinnovabile 3 (2000 Dukes),"再生可能エネルギー3 (2000年デューク)",Energia odnawialna 3 (2000 Dukes),"Energia Renovável 3 (2000 Dukes)","Возобновляемая энергия 3 (2000 дюков)",Yenilenebilir Enerji 3 (2000 Dukes),"可再生能源3（2000年杜克）。","可再生能源3（2000年杜[克剋]）。","Energía renovable 3 (2000 Dukes)","Възобновяеми енергийни източници 3 (2000 Dukes)","Obnovitelné zdroje energie 3 (2000 Dukes)",Vedvarende energi 3 (2000 Dukes),"Ανανεώσιμες πηγές ενέργειας 3 (2000 Dukes)",Taastuvenergia 3 (2000 Dukes),Uusiutuva energia 3 (2000 Dukes),"Megújuló energia 3 (2000 Dukes)",Energi Terbarukan 3 (2000 Dukes),"Atsinaujinančioji energija 3 (2000 Dukes)","Atjaunojamā enerģija 3 (2000 Dukes)",Hernieuwbare energie 3 (2000 Dukes),"Energie regenerabilă 3 (2000 Dukes)","Obnoviteľné zdroje energie 3 (2000 Dukes)",Obnovljivi viri energije 3 (2000 Dukes),"Förnybar energi 3 (2000 Dukes)"
